name,id,desc,type,access,val
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[1].SpecialDay",8386,"Special day",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[1].SpecialMonth",8387,"Special month",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[1].UnitStatus",8383,"Unit status of the special day (0=OFF; 1=ECONOMY; 2=PRE-COMFORT; 3=COMFORT; 4=AUTO)",USINT,RW,0
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[2].Enabled",8389,"Special day enabled",BOOL,RW,0
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[2].SpecialDay",8388,"Special day",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[2].SpecialMonth",8392,"Special month",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[2].UnitStatus",8391,"Unit status of the special day (0=OFF; 1=ECONOMY; 2=PRE-COMFORT; 3=COMFORT; 4=AUTO)",USINT,RW,0
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[3].Enabled",8394,"Special day enabled",BOOL,RW,0
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[3].SpecialDay",8396,"Special day",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[3].SpecialMonth",8397,"Special month",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[3].UnitStatus",8393,"Unit status of the special day (0=OFF; 1=ECONOMY; 2=PRE-COMFORT; 3=COMFORT; 4=AUTO)",USINT,RW,0
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[4].Enabled",8400,"Special day enabled",BOOL,RW,0
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[4].SpecialDay",8402,"Special day",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[4].SpecialMonth",8399,"Special month",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[4].UnitStatus",8401,"Unit status of the special day (0=OFF; 1=ECONOMY; 2=PRE-COMFORT; 3=COMFORT; 4=AUTO)",USINT,RW,0
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[5].Enabled",8406,"Special day enabled",BOOL,RW,0
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[5].SpecialDay",8405,"Special day",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[5].SpecialMonth",8403,"Special month",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.SpecDaysSched[5].UnitStatus",8404,"Unit status of the special day (0=OFF; 1=ECONOMY; 2=PRE-COMFORT; 3=COMFORT; 4=AUTO)",USINT,RW,0
"Scheduler_OnOffUnit.Scheduler_1.VacationActive",8408,"",BOOL,R,0
"Scheduler_OnOffUnit.Scheduler_1.VacationsMsg",8409,"Messages to be displayed for vacation periods",USINT,R,1
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[0].Enabled",8412,"Holiday period enabled",BOOL,RW,1
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[0].EndDay",8415,"Last day of period",USINT,RW,2
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[0].EndMonth",8410,"Last month of period",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[0].StartDay",8413,"First day of period",USINT,RW,2
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[0].StartMonth",8414,"First month of period",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[0].UnitStatus",8411,"Unit status of the holiday period (0=OFF; 1=ECONOMY; 2=PRE-COMFORT; 3=COMFORT)",USINT,RW,0
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[1].Enabled",8417,"Holiday period enabled",BOOL,RW,0
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[1].EndDay",8421,"Last day of period",USINT,RW,2
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[1].EndMonth",8422,"Last month of period",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[1].StartDay",8420,"First day of period",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[1].StartMonth",8419,"First month of period",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[1].UnitStatus",8416,"Unit status of the holiday period (0=OFF; 1=ECONOMY; 2=PRE-COMFORT; 3=COMFORT)",USINT,RW,0
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[2].Enabled",8427,"Holiday period enabled",BOOL,RW,0
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[2].EndDay",8428,"Last day of period",USINT,RW,2
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[2].EndMonth",8429,"Last month of period",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[2].StartDay",8423,"First day of period",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[2].StartMonth",8425,"First month of period",USINT,RW,1
"Scheduler_OnOffUnit.Scheduler_1.VacationsSched[2].UnitStatus",8426,"Unit status of the holiday period (0=OFF; 1=ECONOMY; 2=PRE-COMFORT; 3=COMFORT)",USINT,RW,0
"SecondIn",8431,"Writing of new seconds value enabled",UINT,RW,0
"SetMaxLimit",8432,"Maximum setpoint value",REAL,RW,35.00
"SetMinLimit",8433,"Setpoint minimum limit",REAL,RW,5.00
"SetTyp",8434,"Current mode",USINT,RW,3
"SetTyp_THTN",8436,"Current unit mode",USINT,RW,3
"SolenoidValveCircuit1.Ctrl",8441,"Solenoid valve circuit1 - Value",BOOL,RW,0
"SolenoidValveCircuit1.Enabled",8442,"Solenoid valve circuit1 - Digital output enabled",BOOL,RW,1
"SolenoidValveCircuit1.HW_Val",8443,"Solenoid valve circuit1 - Hardware value",BOOL,RW,0
"SolenoidValveCircuit1.Man",8444,"Solenoid valve circuit1 - Manual value",USINT,RW,0
"SolenoidValveCircuit1.ManAct",8445,"Solenoid valve circuit1 - Manual active",BOOL,RW,0
"SolenoidValveCircuit2.Ctrl",8446,"Solenoid valve circuit2 - Value",BOOL,RW,0
"SolenoidValveCircuit2.Enabled",8447,"Solenoid valve circuit2 - Digital output enabled",BOOL,RW,0
"SolenoidValveCircuit2.HW_Val",8448,"Solenoid valve circuit2 - Hardware value",BOOL,RW,0
"SolenoidValveCircuit2.Man",8449,"Solenoid valve circuit2 - Manual value",USINT,RW,0
"SolenoidValveCircuit2.ManAct",8450,"Solenoid valve circuit2 - Manual active",BOOL,RW,0
"SrsAlrm.Ctrl",8451,"Serious alarm - Value",BOOL,RW,0
"SrsAlrm.Enabled",8452,"Serious alarm - Digital output enabled",BOOL,RW,0
"SrsAlrm.HW_Val",8453,"Serious alarm - Hardware value",BOOL,R,0
"SrsAlrm.Man",8454,"Serious alarm - Manual value",USINT,RW,0
"StandbyT",8458,"StandBy time",UDINT,RW,0
"StartHumPerc",8459,"Start humidifier digital output",REAL,RW,50.00
"StartIEC_HumPerc",8460,"Start humidifier digital output",REAL,RW,100.00
"StartupJmp",8461,"Startup jump enable",BOOL,RW,0
"Startup_Sequence",8462,"StartUp sequence selector",BOOL,RW,0
"StopHumPerc",8463,"Stop humidifier digital output",REAL,RW,20.00
"StopIEC_HumPerc",8464,"Stop humidifier digital output",REAL,RW,0.00
"SuctTemp",8466,"Suction temperature BLDC",REAL,RW,0.00
"SupplyAirFlowSet",8468,"Supply air flow setpoint",REAL,RW,4000.00
"SupplyAirP.Enabled",8469,"Supply air pressure probe - Analog input enabled",BOOL,RW,0
"SupplyAirP.Err",8470,"Supply air pressure probe - Error Variable",INT,R,0
"SupplyAirP.HW_Val",8471,"Supply air pressure probe - Hardware value",REAL,R,0.00
"SupplyAirP.Prb_OK",8472,"Supply air pressure probe - Probe OK",BOOL,RW,0
"SupplyAirP.ReadVal",8473,"Supply air pressure probe - Probe value",REAL,R,0.00
"SupplyAirPSet",8474,"Supply air pressure setpoint",REAL,RW,200.00
"SupplyAlrmFilter.Enabled",8475,"Digital input supply filter alarm",BOOL,R,1
"SupplyAlrmFilter.HW_Val",8476,"Digital input supply filter alarm - Hardware value",BOOL,RW,1
"SupplyAlrmFilter.ReadVal",8477,"Digital input supply filter alarm - Input value",BOOL,RW,0
"SupplyAlrmFilter_2.Enabled",8478,"Digital input supply filter 2 alarm",BOOL,R,0
"SupplyAlrmFilter_2.HW_Val",8479,"Digital input supply filter 2 alarm - Hardware value",BOOL,RW,1
"SupplyAlrmFilter_2.ReadVal",8480,"Digital input supply filter 2 alarm - Input value",BOOL,RW,0
"SupplyDewPoint",8481,"Supply dew point",REAL,R,***
"SupplyFan.Ctrl",8482,"Supply fan - Value",BOOL,R,1
"SupplyFan.Enabled",8483,"Supply fan - Digital output enabled",BOOL,RW,1
"SupplyFan.HW_Val",8484,"Supply fan - Hardware value",BOOL,R,1
"SupplyFan.Man",8485,"Supply fan - Manual value",USINT,RW,0
"SupplyFanMax",8487,"Supply fan maximum",REAL,RW,30.00
"SupplyFanMsk",8488,"Supply fan speed main mask",USINT,R,1
"SupplyFanRegTyp",8490,"Supply fan regulation type",USINT,RW,0
"SupplyHum.Enabled",8491,"Supply humidity probe - Analog input enabled",BOOL,RW,0
"SupplyHum.Err",8492,"Supply humidity probe - Error Variable",INT,R,0
"SupplyHum.HW_Val",8493,"Supply humidity probe - Hardware value",REAL,R,0.00
"SupplyHum.Prb_OK",8494,"Supply humidity probe - Probe OK",BOOL,RW,0
"SupplyHum.ReadVal",8495,"Supply humidity probe - Probe value",REAL,R,0.00
"SupplyMaxSet",8496,"Max supply temperature setpoint",REAL,RW,30.00
"SupplyMinSet",8497,"Min supply temperature setpoint",REAL,RW,16.00
"SupplyTemp.Enabled",8498,"Supply temperature  probe - Analog input enabled",BOOL,RW,1
"SupplyTemp.Err",8499,"Supply temperature  probe - Error Variable",INT,RW,0
"SupplyTemp.HW_Val",8500,"Supply temperature  probe - Hardware value",REAL,RW,29.32
"SupplyTemp.Prb_OK",8501,"Supply temperature  probe - Probe OK",BOOL,RW,1
"SupplyTemp.ReadVal",8502,"Supply temperature  probe - Probe value",REAL,RW,29.32
"SupplyTemp_CoolHeatDT",8504,"Supply temp.: cooling/heating delay time",UDINT,RW,30
"Supply_Press_Check_Alrm.Enabled",8505,"",BOOL,RW,1
"Supply_Press_Check_Alrm.HW_Val",8506,"Hardware value",BOOL,RW,0
"Supply_Press_Check_Alrm.ReadVal",8507,"Input value",BOOL,RW,0
"Sys_IO.AOx[10].Ch",8537,"Channel",DINT,R,0
"Sys_IO.AOx[10].Err",8536,"Error",INT,R,0
"Sys_IO.AOx[10].Hw_Val",8535,"Request",REAL,R,0.00
"Sys_IO.AOx[11].Ch",8539,"Channel",DINT,R,0
"Sys_IO.AOx[11].Err",8540,"Error",INT,R,0
"Sys_IO.AOx[11].Hw_Val",8538,"Request",REAL,R,0.00
"Sys_IO.AOx[12].Ch",8541,"Channel",DINT,R,0
"Sys_IO.AOx[12].Err",8543,"Error",INT,R,0
"Sys_IO.AOx[12].Hw_Val",8542,"Request",REAL,R,0.00
"Sys_IO.AOx[13].Ch",8546,"Channel",DINT,R,0
"Sys_IO.AOx[13].Err",8545,"Error",INT,R,0
"Sys_IO.AOx[13].Hw_Val",8544,"Request",REAL,R,0.00
"Sys_IO.AOx[14].Ch",8547,"Channel",DINT,R,0
"Sys_IO.AOx[14].Err",8548,"Error",INT,R,0
"Sys_IO.AOx[14].Hw_Val",8549,"Request",REAL,R,0.00
"Sys_IO.AOx[15].Ch",8550,"Channel",DINT,R,0
"Sys_IO.AOx[15].Err",8551,"Error",INT,R,0
"Sys_IO.AOx[15].Hw_Val",8552,"Request",REAL,R,0.00
"Sys_IO.AOx[16].Ch",8554,"Channel",DINT,R,0
"Sys_IO.AOx[16].Err",8555,"Error",INT,R,0
"Sys_IO.AOx[16].Hw_Val",8553,"Request",REAL,R,0.00
"Sys_IO.AOx[17].Ch",8557,"Channel",DINT,R,0
"Sys_IO.AOx[17].Err",8556,"Error",INT,R,0
"Sys_IO.AOx[17].Hw_Val",8558,"Request",REAL,R,0.00
"Sys_IO.AOx[18].Ch",8561,"Channel",DINT,R,0
"Sys_IO.AOx[18].Err",8559,"Error",INT,R,0
"Sys_IO.AOx[18].Hw_Val",8560,"Request",REAL,R,0.00
"Sys_IO.AOx[19].Ch",8562,"Channel",DINT,R,0
"Sys_IO.AOx[19].Err",8563,"Error",INT,R,0
"Sys_IO.AOx[19].Hw_Val",8564,"Request",REAL,R,0.00
"Sys_IO.AOx[1].Ch",8509,"Channel",DINT,R,0
"Sys_IO.AOx[1].Err",8510,"Error",INT,R,10
"Sys_IO.AOx[1].Hw_Val",8508,"Request",REAL,R,0.00
"Sys_IO.AOx[20].Ch",8567,"Channel",DINT,R,0
"Sys_IO.AOx[20].Err",8566,"Error",INT,R,0
"Sys_IO.AOx[20].Hw_Val",8565,"Request",REAL,R,0.00
"Sys_IO.AOx[21].Ch",8569,"Channel",DINT,R,0
"Sys_IO.AOx[21].Err",8570,"Error",INT,R,0
"Sys_IO.AOx[21].Hw_Val",8568,"Request",REAL,R,0.00
"Sys_IO.AOx[22].Ch",8572,"Channel",DINT,R,0
"Sys_IO.AOx[22].Err",8573,"Error",INT,R,0
"Sys_IO.AOx[22].Hw_Val",8571,"Request",REAL,R,0.00
"Sys_IO.AOx[23].Ch",8574,"Channel",DINT,R,0
"Sys_IO.AOx[23].Err",8576,"Error",INT,R,0
"Sys_IO.AOx[23].Hw_Val",8575,"Request",REAL,R,0.00
"Sys_IO.AOx[24].Ch",8578,"Channel",DINT,R,0
"Sys_IO.AOx[24].Err",8579,"Error",INT,R,0
"Sys_IO.AOx[24].Hw_Val",8577,"Request",REAL,R,0.00
"Sys_IO.AOx[25].Ch",8582,"Channel",DINT,R,0
"Sys_IO.AOx[25].Err",8581,"Error",INT,R,0
"Sys_IO.AOx[25].Hw_Val",8580,"Request",REAL,R,0.00
"Sys_IO.AOx[26].Ch",8583,"Channel",DINT,R,0
"Sys_IO.AOx[26].Err",8584,"Error",INT,R,0
"Sys_IO.AOx[26].Hw_Val",8585,"Request",REAL,R,0.00
"Sys_IO.AOx[27].Ch",8587,"Channel",DINT,R,0
"Sys_IO.AOx[27].Err",8588,"Error",INT,R,0
"Sys_IO.AOx[27].Hw_Val",8586,"Request",REAL,R,0.00
"Sys_IO.AOx[28].Ch",8589,"Channel",DINT,R,0
"Sys_IO.AOx[28].Err",8591,"Error",INT,R,0
"Sys_IO.AOx[28].Hw_Val",8590,"Request",REAL,R,0.00
"Sys_IO.AOx[29].Ch",8593,"Channel",DINT,R,0
"Sys_IO.AOx[29].Err",8592,"Error",INT,R,0
"Sys_IO.AOx[29].Hw_Val",8594,"Request",REAL,R,0.00
"Sys_IO.AOx[2].Ch",8512,"Channel",DINT,R,0
"Sys_IO.AOx[2].Err",8511,"Error",INT,R,10
"Sys_IO.AOx[2].Hw_Val",8513,"Request",REAL,R,0.00
"Sys_IO.AOx[30].Ch",8597,"Channel",DINT,R,0
"Sys_IO.AOx[30].Err",8595,"Error",INT,R,0
"Sys_IO.AOx[30].Hw_Val",8596,"Request",REAL,R,0.00
"Sys_IO.AOx[31].Ch",8599,"Channel",DINT,R,0
"Sys_IO.AOx[31].Err",8598,"Error",INT,R,0
"Sys_IO.AOx[31].Hw_Val",8600,"Request",REAL,R,0.00
"Sys_IO.AOx[32].Ch",8603,"Channel",DINT,R,0
"Sys_IO.AOx[32].Err",8601,"Error",INT,R,0
"Sys_IO.AOx[32].Hw_Val",8602,"Request",REAL,R,0.00
"Sys_IO.AOx[33].Ch",8604,"Channel",DINT,R,0
"Sys_IO.AOx[33].Err",8606,"Error",INT,R,0
"Sys_IO.AOx[33].Hw_Val",8605,"Request",REAL,R,0.00
"Sys_IO.AOx[34].Ch",8607,"Channel",DINT,R,0
"Sys_IO.AOx[34].Err",8609,"Error",INT,R,0
"Sys_IO.AOx[34].Hw_Val",8608,"Request",REAL,R,0.00
"Sys_IO.AOx[35].Ch",8610,"Channel",DINT,R,0
"Sys_IO.AOx[35].Err",8612,"Error",INT,R,0
"Sys_IO.AOx[35].Hw_Val",8611,"Request",REAL,R,0.00
"Sys_IO.AOx[36].Ch",8613,"Channel",DINT,R,0
"Sys_IO.AOx[36].Err",8615,"Error",INT,R,0
"Sys_IO.AOx[36].Hw_Val",8614,"Request",REAL,R,0.00
"Sys_IO.AOx[37].Ch",8617,"Channel",DINT,R,0
"Sys_IO.AOx[37].Err",8616,"Error",INT,R,0
"Sys_IO.AOx[37].Hw_Val",8618,"Request",REAL,R,0.00
"Sys_IO.AOx[38].Ch",8620,"Channel",DINT,R,0
"Sys_IO.AOx[38].Err",8619,"Error",INT,R,0
"Sys_IO.AOx[38].Hw_Val",8621,"Request",REAL,R,0.00
"Sys_IO.AOx[39].Ch",8624,"Channel",DINT,R,0
"Sys_IO.AOx[39].Err",8622,"Error",INT,R,0
"Sys_IO.AOx[39].Hw_Val",8623,"Request",REAL,R,0.00
"Sys_IO.AOx[3].Ch",8516,"Channel",DINT,R,0
"Sys_IO.AOx[3].Err",8515,"Error",INT,R,10
"Sys_IO.AOx[3].Hw_Val",8514,"Request",REAL,R,0.00
"Sys_IO.AOx[40].Ch",8627,"Channel",DINT,R,0
"Sys_IO.AOx[40].Err",8625,"Error",INT,R,0
"Sys_IO.AOx[40].Hw_Val",8626,"Request",REAL,R,0.00
"Sys_IO.AOx[41].Ch",8630,"Channel",DINT,R,0
"Sys_IO.AOx[41].Err",8628,"Error",INT,R,0
"Sys_IO.AOx[41].Hw_Val",8629,"Request",REAL,R,0.00
"Sys_IO.AOx[42].Ch",8632,"Channel",DINT,R,0
"Sys_IO.AOx[42].Err",8633,"Error",INT,R,0
"Sys_IO.AOx[42].Hw_Val",8631,"Request",REAL,R,0.00
"Sys_IO.AOx[43].Ch",8635,"Channel",DINT,R,0
"Sys_IO.AOx[43].Err",8636,"Error",INT,R,0
"Sys_IO.AOx[43].Hw_Val",8634,"Request",REAL,R,0.00
"Sys_IO.AOx[44].Ch",8637,"Channel",DINT,R,0
"Sys_IO.AOx[44].Err",8639,"Error",INT,R,0
"Sys_IO.AOx[44].Hw_Val",8638,"Request",REAL,R,0.00
"Sys_IO.AOx[45].Ch",8641,"Channel",DINT,R,0
"Sys_IO.AOx[45].Err",8642,"Error",INT,R,0
"Sys_IO.AOx[45].Hw_Val",8640,"Request",REAL,R,0.00
"Sys_IO.AOx[46].Ch",8644,"Channel",DINT,R,0
"Sys_IO.AOx[46].Err",8645,"Error",INT,R,0
"Sys_IO.AOx[46].Hw_Val",8643,"Request",REAL,R,0.00
"Sys_IO.AOx[47].Ch",8648,"Channel",DINT,R,0
"Sys_IO.AOx[47].Err",8647,"Error",INT,R,0
"Sys_IO.AOx[47].Hw_Val",8646,"Request",REAL,R,0.00
"Sys_IO.AOx[48].Ch",8650,"Channel",DINT,R,0
"Sys_IO.AOx[48].Err",8649,"Error",INT,R,0
"Sys_IO.AOx[48].Hw_Val",8651,"Request",REAL,R,0.00
"Sys_IO.AOx[49].Ch",8654,"Channel",DINT,R,0
"Sys_IO.AOx[49].Err",8653,"Error",INT,R,0
"Sys_IO.AOx[49].Hw_Val",8652,"Request",REAL,R,0.00
"Sys_IO.AOx[4].Ch",8518,"Channel",DINT,R,0
"Sys_IO.AOx[4].Err",8519,"Error",INT,R,10
"Sys_IO.AOx[4].Hw_Val",8517,"Request",REAL,R,0.00
"Sys_IO.AOx[50].Ch",8656,"Channel",DINT,R,0
"Sys_IO.AOx[50].Err",8657,"Error",INT,R,0
"Sys_IO.AOx[50].Hw_Val",8655,"Request",REAL,R,0.00
"Sys_IO.AOx[5].Ch",8521,"Channel",DINT,R,0
"Sys_IO.AOx[5].Err",8520,"Error",INT,R,10
"Sys_IO.AOx[5].Hw_Val",8522,"Request",REAL,R,0.00
"Sys_IO.AOx[6].Ch",8523,"Channel",DINT,R,0
"Sys_IO.AOx[6].Err",8524,"Error",INT,R,10
"Sys_IO.AOx[6].Hw_Val",8525,"Request",REAL,R,0.00
"Sys_IO.AOx[7].Ch",8526,"Channel",DINT,R,0
"Sys_IO.AOx[7].Err",8527,"Error",INT,R,0
"Sys_IO.AOx[7].Hw_Val",8528,"Request",REAL,R,0.00
"Sys_IO.AOx[8].Ch",8530,"Channel",DINT,R,0
"Sys_IO.AOx[8].Err",8531,"Error",INT,R,0
"Sys_IO.AOx[8].Hw_Val",8529,"Request",REAL,R,0.00
"Sys_IO.AOx[9].Ch",8532,"Channel",DINT,R,0
"Sys_IO.AOx[9].Err",8533,"Error",INT,R,0
"Sys_IO.AOx[9].Hw_Val",8534,"Request",REAL,R,0.00
"Sys_IO.DIx[0].Ch",8658,"Channel",DINT,R,0
"Sys_IO.DIx[0].Err",8659,"Error",INT,R,0
"Sys_IO.DIx[0].Hw_Val",8660,"Status",BOOL,R,0
"Sys_IO.DIx[10].Ch",8688,"Channel",DINT,R,0
"Sys_IO.DIx[10].Err",8689,"Error",INT,R,10
"Sys_IO.DIx[10].Hw_Val",8690,"Status",BOOL,R,1
"Sys_IO.DIx[11].Ch",8692,"Channel",DINT,R,0
"Sys_IO.DIx[11].Err",8691,"Error",INT,R,10
"Sys_IO.DIx[11].Hw_Val",8693,"Status",BOOL,R,0
"Sys_IO.DIx[12].Ch",8696,"Channel",DINT,R,0
"Sys_IO.DIx[12].Err",8695,"Error",INT,R,10
"Sys_IO.DIx[12].Hw_Val",8694,"Status",BOOL,R,1
"Sys_IO.DIx[13].Ch",8697,"Channel",DINT,R,0
"Sys_IO.DIx[13].Err",8698,"Error",INT,R,10
"Sys_IO.DIx[13].Hw_Val",8699,"Status",BOOL,R,1
"Sys_IO.DIx[14].Ch",8700,"Channel",DINT,R,0
"Sys_IO.DIx[14].Err",8701,"Error",INT,R,10
"Sys_IO.DIx[14].Hw_Val",8702,"Status",BOOL,R,1
"Sys_IO.DIx[15].Ch",8703,"Channel",DINT,R,0
"Sys_IO.DIx[15].Err",8704,"Error",INT,R,10
"Sys_IO.DIx[15].Hw_Val",8705,"Status",BOOL,R,1
"Sys_IO.DIx[16].Ch",8708,"Channel",DINT,R,0
"Sys_IO.DIx[16].Err",8707,"Error",INT,R,10
"Sys_IO.DIx[16].Hw_Val",8706,"Status",BOOL,R,0
"Sys_IO.DIx[17].Ch",8709,"Channel",DINT,R,0
"Sys_IO.DIx[17].Err",8710,"Error",INT,R,10
"Sys_IO.DIx[17].Hw_Val",8711,"Status",BOOL,R,0
"Sys_IO.DIx[18].Ch",8712,"Channel",DINT,R,0
"Sys_IO.DIx[18].Err",8713,"Error",INT,R,10
"Sys_IO.DIx[18].Hw_Val",8714,"Status",BOOL,R,1
"Sys_IO.DIx[19].Ch",8716,"Channel",DINT,R,0
"Sys_IO.DIx[19].Err",8717,"Error",INT,R,0
"Sys_IO.DIx[19].Hw_Val",8715,"Status",BOOL,R,0
"Sys_IO.DIx[1].Ch",8663,"Channel",DINT,R,0
"Sys_IO.DIx[1].Err",8661,"Error",INT,R,10
"Sys_IO.DIx[1].Hw_Val",8662,"Status",BOOL,R,1
"Sys_IO.DIx[20].Ch",8718,"Channel",DINT,R,0
"Sys_IO.DIx[20].Err",8719,"Error",INT,R,0
"Sys_IO.DIx[20].Hw_Val",8720,"Status",BOOL,R,0
"Sys_IO.DIx[21].Ch",8721,"Channel",DINT,R,0
"Sys_IO.DIx[21].Err",8722,"Error",INT,R,0
"Sys_IO.DIx[21].Hw_Val",8723,"Status",BOOL,R,0
"Sys_IO.DIx[22].Ch",8724,"Channel",DINT,R,0
"Sys_IO.DIx[22].Err",8725,"Error",INT,R,0
"Sys_IO.DIx[22].Hw_Val",8726,"Status",BOOL,R,0
"Sys_IO.DIx[23].Ch",8727,"Channel",DINT,R,0
"Sys_IO.DIx[23].Err",8729,"Error",INT,R,0
"Sys_IO.DIx[23].Hw_Val",8728,"Status",BOOL,R,0
"Sys_IO.DIx[24].Ch",8732,"Channel",DINT,R,0
"Sys_IO.DIx[24].Err",8730,"Error",INT,R,0
"Sys_IO.DIx[24].Hw_Val",8731,"Status",BOOL,R,0
"Sys_IO.DIx[25].Ch",8733,"Channel",DINT,R,0
"Sys_IO.DIx[25].Err",8735,"Error",INT,R,0
"Sys_IO.DIx[25].Hw_Val",8734,"Status",BOOL,R,0
"Sys_IO.DIx[26].Ch",8737,"Channel",DINT,R,0
"Sys_IO.DIx[26].Err",8738,"Error",INT,R,0
"Sys_IO.DIx[26].Hw_Val",8736,"Status",BOOL,R,0
"Sys_IO.DIx[27].Ch",8741,"Channel",DINT,R,0
"Sys_IO.DIx[27].Err",8740,"Error",INT,R,0
"Sys_IO.DIx[27].Hw_Val",8739,"Status",BOOL,R,0
"Sys_IO.DIx[28].Ch",8742,"Channel",DINT,R,0
"Sys_IO.DIx[28].Err",8744,"Error",INT,R,0
"Sys_IO.DIx[28].Hw_Val",8743,"Status",BOOL,R,0
"Sys_IO.DIx[29].Ch",8745,"Channel",DINT,R,0
"Sys_IO.DIx[29].Err",8747,"Error",INT,R,0
"Sys_IO.DIx[29].Hw_Val",8746,"Status",BOOL,R,0
"Sys_IO.DIx[2].Ch",8666,"Channel",DINT,R,0
"Sys_IO.DIx[2].Err",8664,"Error",INT,R,10
"Sys_IO.DIx[2].Hw_Val",8665,"Status",BOOL,R,1
"Sys_IO.DIx[30].Ch",8748,"Channel",DINT,R,0
"Sys_IO.DIx[30].Err",8750,"Error",INT,R,0
"Sys_IO.DIx[30].Hw_Val",8749,"Status",BOOL,R,0
"Sys_IO.DIx[31].Ch",8751,"Channel",DINT,R,0
"Sys_IO.DIx[31].Err",8753,"Error",INT,R,0
"Sys_IO.DIx[31].Hw_Val",8752,"Status",BOOL,R,0
"Sys_IO.DIx[32].Ch",8754,"Channel",DINT,R,0
"Sys_IO.DIx[32].Err",8756,"Error",INT,R,0
"Sys_IO.DIx[32].Hw_Val",8755,"Status",BOOL,R,0
"Sys_IO.DIx[33].Ch",8757,"Channel",DINT,R,0
"Sys_IO.DIx[33].Err",8759,"Error",INT,R,0
"Sys_IO.DIx[33].Hw_Val",8758,"Status",BOOL,R,0
"Sys_IO.DIx[34].Ch",8762,"Channel",DINT,R,0
"Sys_IO.DIx[34].Err",8761,"Error",INT,R,0
"Sys_IO.DIx[34].Hw_Val",8760,"Status",BOOL,R,0
"Sys_IO.DIx[35].Ch",8764,"Channel",DINT,R,0
"Sys_IO.DIx[35].Err",8763,"Error",INT,R,0
"Sys_IO.DIx[35].Hw_Val",8765,"Status",BOOL,R,0
"Sys_IO.DIx[36].Ch",8767,"Channel",DINT,R,0
"Sys_IO.DIx[36].Err",8768,"Error",INT,R,0
"Sys_IO.DIx[36].Hw_Val",8766,"Status",BOOL,R,0
"Sys_IO.DIx[37].Ch",8771,"Channel",DINT,R,0
"Sys_IO.DIx[37].Err",8769,"Error",INT,R,0
"Sys_IO.DIx[37].Hw_Val",8770,"Status",BOOL,R,0
"Sys_IO.DIx[38].Ch",8773,"Channel",DINT,R,0
"Sys_IO.DIx[38].Err",8772,"Error",INT,R,0
"Sys_IO.DIx[38].Hw_Val",8774,"Status",BOOL,R,0
"Sys_IO.DIx[39].Ch",8775,"Channel",DINT,R,0
"Sys_IO.DIx[39].Err",8776,"Error",INT,R,0
"Sys_IO.DIx[39].Hw_Val",8777,"Status",BOOL,R,0
"Sys_IO.DIx[3].Ch",8667,"Channel",DINT,R,0
"Sys_IO.DIx[3].Err",8668,"Error",INT,R,10
"Sys_IO.DIx[3].Hw_Val",8669,"Status",BOOL,R,0
"Sys_IO.DIx[40].Ch",8779,"Channel",DINT,R,0
"Sys_IO.DIx[40].Err",8778,"Error",INT,R,0
